year,district_name,district_code,subject,avg_scaled_score,sgp,n_students,participation_rate
2021,Rockport,2520000,ELA,508.0,46.0,          56,90.0
2021,Rockport,2520000,MATH,500.0,36.0,          58,94.0
2021,Roxbury Preparatory Charter (District),4840000,ELA,494.0,34.0,         154,93.0
2021,Roxbury Preparatory Charter (District),4840000,MATH,488.0,18.0,         153,92.0
2021,Salem,2580000,ELA,501.0,47.0,         157,82.0
2021,Salem,2580000,MATH,491.0,24.0,         156,81.0
2021,Salem Academy Charter (District),4850000,ELA,511.0,57.0,          75,100.0
2021,Salem Academy Charter (District),4850000,MATH,498.0,24.0,          75,100.0
2021,Sandwich,2610000,ELA,514.0,56.0,         157,94.0
2021,Sandwich,2610000,MATH,501.0,31.0,         160,96.0
2021,Saugus,2620000,ELA,499.0,48.0,         125,75.0
2021,Saugus,2620000,MATH,491.0,25.0,         123,75.0
2021,Scituate,2640000,ELA,519.0,61.0,         185,94.0
2021,Scituate,2640000,MATH,507.0,36.0,         184,94.0
2021,Seekonk,2650000,ELA,516.0,56.0,         142,98.0
2021,Seekonk,2650000,MATH,505.0,37.0,         142,98.0
2021,Sharon,2660000,ELA,521.0,61.0,         272,95.0
2021,Sharon,2660000,MATH,521.0,47.0,         270,94.0
2021,Shawsheen Valley Regional Vocational Technical,8710000,ELA,510.0,68.0,         296,98.0
2021,Shawsheen Valley Regional Vocational Technical,8710000,MATH,499.0,46.0,         296,97.0
2021,Shrewsbury,2710000,ELA,520.0,51.0,         467,97.0
2021,Shrewsbury,2710000,MATH,519.0,53.0,         463,97.0
2021,Silver Lake,7600000,ELA,512.0,56.0,         260,94.0
2021,Silver Lake,7600000,MATH,505.0,38.0,         258,93.0
2021,Sizer School: A North Central Charter Essential (District),4740000,ELA,495.0,30.0,          48,87.0
2021,Sizer School: A North Central Charter Essential (District),4740000,MATH,487.0,34.0,          49,89.0
2021,Somerset Berkley Regional School District,7630000,ELA,513.0,55.0,         226,95.0
2021,Somerset Berkley Regional School District,7630000,MATH,506.0,36.0,         226,96.0
2021,Somerville,2740000,ELA,500.0,52.0,         266,89.0
2021,Somerville,2740000,MATH,493.0,34.0,         271,90.0
2021,South Hadley,2780000,ELA,505.0,53.0,         128,93.0
2021,South Hadley,2780000,MATH,498.0,41.0,         127,92.0
2021,South Middlesex Regional Vocational Technical,8290000,ELA,489.0,55.0,         191,94.0
2021,South Middlesex Regional Vocational Technical,8290000,MATH,484.0,34.0,         191,94.0
2021,South Shore Charter Public (District),4880000,ELA,503.0,51.0,          88,99.0
2021,South Shore Charter Public (District),4880000,MATH,495.0,44.0,          88,99.0
2021,South Shore Regional Vocational Technical,8730000,ELA,506.0,63.0,         160,100.0
2021,South Shore Regional Vocational Technical,8730000,MATH,494.0,39.0,         160,100.0
2021,Southbridge,2770000,ELA,484.0,52.0,          74,78.0
2021,Southbridge,2770000,MATH,473.0,36.0,          73,77.0
2021,Southeastern Regional Vocational Technical,8720000,ELA,502.0,51.0,         372,95.0
2021,Southeastern Regional Vocational Technical,8720000,MATH,495.0,39.0,         372,95.0
2021,Southern Berkshire,7650000,ELA,511.0,62.0,          53,100.0
2021,Southern Berkshire,7650000,MATH,495.0,41.0,          53,100.0
2021,Southern Worcester County Regional Vocational School District,8760000,ELA,507.0,60.0,         266,92.0
2021,Southern Worcester County Regional Vocational School District,8760000,MATH,497.0,41.0,         264,91.0
2021,Southwick-Tolland-Granville Regional School District,7660000,ELA,503.0,49.0,          86,86.0
2021,Southwick-Tolland-Granville Regional School District,7660000,MATH,498.0,39.0,          87,87.0
2021,Spencer-E Brookfield,7670000,ELA,501.0,47.0,          59,79.0
2021,Spencer-E Brookfield,7670000,MATH,491.0,31.0,          57,76.0
2021,Springfield,2810000,ELA,491.0,45.0,"       1,211",69.0
2021,Springfield,2810000,MATH,483.0,28.0,"       1,203",68.0
2021,Springfield International Charter (District),4410000,ELA,500.0,47.0,          86,96.0
2021,Springfield International Charter (District),4410000,MATH,492.0,43.0,          83,93.0
2021,Stoneham,2840000,ELA,512.0,55.0,         146,99.0
2021,Stoneham,2840000,MATH,501.0,36.0,         146,98.0
2021,Stoughton,2850000,ELA,506.0,57.0,         234,96.0
2021,Stoughton,2850000,MATH,499.0,36.0,         232,95.0
2021,Sturgis Charter Public (District),4890000,ELA,524.0,63.0,         213,93.0
2021,Sturgis Charter Public (District),4890000,MATH,516.0,52.0,         213,93.0
2021,Sutton,2900000,ELA,517.0,56.0,          82,90.0
2021,Sutton,2900000,MATH,507.0,38.0,          82,90.0
2021,Swampscott,2910000,ELA,512.0,54.0,         145,92.0
2021,Swampscott,2910000,MATH,506.0,38.0,         142,90.0
2021,Swansea,2920000,ELA,512.0,71.0,         107,92.0
2021,Swansea,2920000,MATH,500.0,40.0,         106,91.0
2021,TEC Connections Academy Commonwealth Virtual School District,39020000,ELA,511.0,58.0,          64,24.0
2021,TEC Connections Academy Commonwealth Virtual School District,39020000,MATH,499.0,40.0,          64,24.0
2021,Tantasqua,7700000,ELA,513.0,64.0,         286,96.0
2021,Tantasqua,7700000,MATH,508.0,46.0,         284,95.0
2021,Taunton,2930000,ELA,499.0,48.0,         403,79.0
2021,Taunton,2930000,MATH,492.0,32.0,         396,78.0
2021,Tewksbury,2950000,ELA,513.0,49.0,         191,97.0
2021,Tewksbury,2950000,MATH,504.0,33.0,         192,98.0
2021,Tri-County Regional Vocational Technical,8780000,ELA,510.0,66.0,         218,97.0
2021,Tri-County Regional Vocational Technical,8780000,MATH,498.0,37.0,         218,97.0
2021,Triton,7730000,ELA,510.0,55.0,         176,95.0
2021,Triton,7730000,MATH,498.0,33.0,         174,94.0
2021,Tyngsborough,3010000,ELA,512.0,55.0,         103,92.0
2021,Tyngsborough,3010000,MATH,511.0,51.0,         103,92.0
2021,Upper Cape Cod Regional Vocational Technical,8790000,ELA,500.0,47.0,         157,99.0
2021,Upper Cape Cod Regional Vocational Technical,8790000,MATH,491.0,27.0,         155,97.0
2021,Uxbridge,3040000,ELA,508.0,55.0,         109,96.0
2021,Uxbridge,3040000,MATH,499.0,37.0,         110,96.0
2021,Wachusett,7750000,ELA,519.0,54.0,         495,97.0
2021,Wachusett,7750000,MATH,510.0,39.0,         493,97.0
2021,Wakefield,3050000,ELA,510.0,58.0,         205,96.0
2021,Wakefield,3050000,MATH,505.0,42.0,         205,96.0
2021,Walpole,3070000,ELA,511.0,51.0,         258,99.0
2021,Walpole,3070000,MATH,505.0,41.0,         258,99.0
2021,Waltham,3080000,ELA,495.0,42.0,         378,93.0
2021,Waltham,3080000,MATH,492.0,32.0,         375,92.0
2021,Ware,3090000,ELA,507.0,50.0,          58,92.0
2021,Ware,3090000,MATH,500.0,41.0,          57,90.0
2021,Wareham,3100000,ELA,500.0,50.0,         101,89.0
2021,Wareham,3100000,MATH,491.0,32.0,          99,88.0
2021,Watertown,3140000,ELA,508.0,61.0,         149,93.0
2021,Watertown,3140000,MATH,504.0,49.0,         150,93.0
2021,Wayland,3150000,ELA,523.0,51.0,         194,98.0
2021,Wayland,3150000,MATH,520.0,41.0,         191,97.0
2021,Webster,3160000,ELA,492.0,42.0,          89,98.0
2021,Webster,3160000,MATH,485.0,40.0,          90,98.0
2021,Wellesley,3170000,ELA,525.0,58.0,         353,96.0
2021,Wellesley,3170000,MATH,521.0,51.0,         353,96.0
2021,West Boylston,3220000,ELA,508.0,43.0,          69,99.0
2021,West Boylston,3220000,MATH,500.0,27.0,          69,99.0
2021,West Bridgewater,3230000,ELA,507.0,40.0,         100,95.0
2021,West Bridgewater,3230000,MATH,502.0,38.0,          99,94.0
2021,West Springfield,3320000,ELA,504.0,53.0,         276,97.0
2021,West Springfield,3320000,MATH,497.0,32.0,         275,96.0
2021,Westborough,3210000,ELA,524.0,55.0,         258,95.0
2021,Westborough,3210000,MATH,524.0,49.0,         260,97.0
2021,Westfield,3250000,ELA,504.0,44.0,         356,88.0
2021,Westfield,3250000,MATH,496.0,27.0,         354,87.0
2021,Westford,3260000,ELA,526.0,66.0,         426,99.0
2021,Westford,3260000,MATH,520.0,45.0,         424,99.0
2021,Weston,3300000,ELA,518.0,47.0,         146,96.0
2021,Weston,3300000,MATH,519.0,44.0,         145,95.0
2021,Westport,3310000,ELA,514.0,61.0,          67,99.0
2021,Westport,3310000,MATH,499.0,23.0,          67,99.0
2021,Westwood,3350000,ELA,518.0,53.0,         237,96.0
2021,Westwood,3350000,MATH,515.0,48.0,         239,97.0
2021,Weymouth,3360000,ELA,505.0,55.0,         372,89.0
2021,Weymouth,3360000,MATH,496.0,30.0,         368,88.0
2021,Whitman-Hanson,7800000,ELA,509.0,58.0,         281,97.0
2021,Whitman-Hanson,7800000,MATH,497.0,37.0,         282,98.0
2021,Whittier Regional Vocational Technical,8850000,ELA,500.0,50.0,         333,100.0
2021,Whittier Regional Vocational Technical,8850000,MATH,497.0,42.0,         333,100.0
2021,Wilmington,3420000,ELA,517.0,59.0,         194,96.0
2021,Wilmington,3420000,MATH,509.0,30.0,         196,97.0
2021,Winchendon,3430000,ELA,499.0,63.0,          52,87.0
2021,Winchendon,3430000,MATH,490.0,47.0,          52,87.0
2021,Winchester,3440000,ELA,524.0,56.0,         347,98.0
2021,Winchester,3440000,MATH,522.0,51.0,         348,98.0
2021,Winthrop,3460000,ELA,511.0,57.0,         123,99.0
2021,Winthrop,3460000,MATH,499.0,38.0,         123,99.0
2021,Woburn,3470000,ELA,507.0,59.0,         278,99.0
2021,Woburn,3470000,MATH,498.0,33.0,         279,99.0
2021,Worcester,3480000,ELA,496.0,46.0,"       1,306",71.0
2021,Worcester,3480000,MATH,487.0,33.0,"       1,280",69.0
2021,State,0,ELA,507.0,53.0,"      64,305",90.0
2021,State,0,MATH,501.0,37.0,"      64,015",89.0
2022,Abby Kelley Foster Charter Public (District),4450000,ELA,505.0,58.0,          93,100.0
2022,Abby Kelley Foster Charter Public (District),4450000,MATH,499.0,48.0,          93,100.0
2022,Abby Kelley Foster Charter Public (District),4450000,SCI,505.0,,          93,100.0
2022,Abington,10000,ELA,504.0,46.0,         147,99.0
2022,Abington,10000,MATH,501.0,52.0,         145,99.0
2022,Abington,10000,SCI,500.0,,         135,100.0
2022,Academy Of the Pacific Rim Charter Public (District),4120000,ELA,495.0,45.0,          70,99.0
2022,Academy Of the Pacific Rim Charter Public (District),4120000,MATH,483.0,29.0,          70,99.0
2022,Academy Of the Pacific Rim Charter Public (District),4120000,SCI,480.0,,          70,100.0
2022,Acton-Boxborough,6000000,ELA,518.0,56.0,         416,100.0
2022,Acton-Boxborough,6000000,MATH,525.0,61.0,         415,100.0
2022,Acton-Boxborough,6000000,SCI,521.0,,         399,100.0
2022,Advanced Math and Science Academy Charter (District),4300000,ELA,512.0,50.0,         134,100.0
2022,Advanced Math and Science Academy Charter (District),4300000,MATH,524.0,72.0,         133,99.0
2022,Advanced Math and Science Academy Charter (District),4300000,SCI,516.0,,         132,100.0
2022,Agawam,50000,ELA,503.0,49.0,         245,98.0
2022,Agawam,50000,MATH,501.0,33.0,         248,99.0
2022,Agawam,50000,SCI,496.0,,         234,98.0
2022,Amesbury,70000,ELA,505.0,53.0,         125,96.0
2022,Amesbury,70000,MATH,502.0,44.0,         124,95.0
2022,Amesbury,70000,SCI,503.0,,         119,98.0
2022,Amherst-Pelham,6050000,ELA,507.0,55.0,         218,100.0
2022,Amherst-Pelham,6050000,MATH,507.0,58.0,         218,100.0
2022,Amherst-Pelham,6050000,SCI,506.0,,         192,98.0
2022,Andover,90000,ELA,509.0,46.0,         417,99.0
2022,Andover,90000,MATH,513.0,58.0,         412,98.0
2022,Andover,90000,SCI,506.0,,         396,99.0
2022,Argosy Collegiate Charter School (District),35090000,ELA,496.0,60.0,          49,98.0
2022,Argosy Collegiate Charter School (District),35090000,MATH,495.0,58.0,          50,100.0
2022,Argosy Collegiate Charter School (District),35090000,SCI,487.0,,          50,100.0
2022,Arlington,100000,ELA,515.0,51.0,         364,98.0
2022,Arlington,100000,MATH,521.0,63.0,         360,97.0
2022,Arlington,100000,SCI,508.0,,         348,98.0
2022,Ashburnham-Westminster,6100000,ELA,503.0,42.0,         161,99.0
2022,Ashburnham-Westminster,6100000,MATH,506.0,50.0,         162,100.0
2022,Ashburnham-Westminster,6100000,SCI,501.0,,         146,99.0
2022,Ashland,140000,ELA,512.0,52.0,         200,96.0
2022,Ashland,140000,MATH,515.0,59.0,         206,100.0
2022,Ashland,140000,SCI,505.0,,         185,99.0
2022,Assabet Valley Regional Vocational Technical,8010000,ELA,498.0,49.0,         283,99.0
2022,Assabet Valley Regional Vocational Technical,8010000,MATH,498.0,60.0,         281,99.0
2022,Assabet Valley Regional Vocational Technical,8010000,SCI,496.0,,         272,97.0
2022,Athol-Royalston,6150000,ELA,493.0,43.0,          98,97.0
2022,Athol-Royalston,6150000,MATH,493.0,45.0,          93,95.0
2022,Athol-Royalston,6150000,SCI,493.0,,          82,92.0
2022,Atlantis Charter (District),4910000,ELA,488.0,37.0,          63,97.0
2022,Atlantis Charter (District),4910000,MATH,489.0,50.0,          63,98.0
2022,Atlantis Charter (District),4910000,SCI,478.0,,          49,100.0
2022,Attleboro,160000,ELA,499.0,44.0,         440,99.0
2022,Attleboro,160000,MATH,501.0,58.0,         437,98.0
2022,Attleboro,160000,SCI,501.0,,         408,100.0
2022,Auburn,170000,ELA,503.0,41.0,         173,97.0
2022,Auburn,170000,MATH,503.0,53.0,         178,99.0
2022,Auburn,170000,SCI,506.0,,         156,100.0
2022,Avon,180000,ELA,502.0,63.0,          46,100.0
2022,Avon,180000,MATH,499.0,52.0,          45,98.0
2022,Avon,180000,SCI,494.0,,          40,100.0
2022,Ayer Shirley School District,6160000,ELA,508.0,64.0,          92,99.0
2022,Ayer Shirley School District,6160000,MATH,502.0,51.0,          91,98.0
2022,Ayer Shirley School District,6160000,SCI,502.0,,          84,100.0
2022,Barnstable,200000,ELA,501.0,53.0,         313,99.0
2022,Barnstable,200000,MATH,494.0,42.0,         307,98.0
2022,Barnstable,200000,SCI,492.0,,         273,97.0
2022,Baystate Academy Charter Public School (District),35020000,ELA,489.0,51.0,          58,95.0
2022,Baystate Academy Charter Public School (District),35020000,MATH,484.0,37.0,          57,93.0
2022,Baystate Academy Charter Public School (District),35020000,SCI,480.0,,          55,100.0
2022,Bedford,230000,ELA,517.0,70.0,         197,99.0
2022,Bedford,230000,MATH,517.0,63.0,         195,98.0
2022,Bedford,230000,SCI,507.0,,         185,100.0
2022,Belchertown,240000,ELA,511.0,64.0,         152,96.0
2022,Belchertown,240000,MATH,505.0,56.0,         151,96.0
2022,Belchertown,240000,SCI,515.0,,         147,97.0
2022,Bellingham,250000,ELA,502.0,51.0,         152,99.0
2022,Bellingham,250000,MATH,498.0,42.0,         154,99.0
2022,Bellingham,250000,SCI,498.0,,         136,100.0
2022,Belmont,260000,ELA,516.0,56.0,         339,100.0
2022,Belmont,260000,MATH,520.0,51.0,         335,98.0
2022,Belmont,260000,SCI,516.0,,         312,99.0
2022,Berkshire Arts and Technology Charter Public (District),4140000,ELA,498.0,42.0,          39,100.0
2022,Berkshire Arts and Technology Charter Public (District),4140000,MATH,497.0,34.0,          39,100.0
2022,Berkshire Arts and Technology Charter Public (District),4140000,SCI,491.0,,          39,100.0
2022,Berkshire Hills,6180000,ELA,509.0,58.0,         102,96.0
2022,Berkshire Hills,6180000,MATH,502.0,58.0,         103,96.0
2022,Berkshire Hills,6180000,SCI,509.0,,          94,94.0
2022,Berlin-Boylston,6200000,ELA,515.0,62.0,          81,96.0
2022,Berlin-Boylston,6200000,MATH,515.0,71.0,          82,96.0
2022,Berlin-Boylston,6200000,SCI,515.0,,          78,98.0
2022,Beverly,300000,ELA,501.0,42.0,         294,97.0
2022,Beverly,300000,MATH,498.0,37.0,         287,95.0
2022,Beverly,300000,SCI,502.0,,         273,97.0
2022,Billerica,310000,ELA,504.0,50.0,         261,99.0
2022,Billerica,310000,MATH,506.0,52.0,         262,99.0
2022,Billerica,310000,SCI,508.0,,         242,99.0
2022,Blackstone Valley Regional Vocational Technical,8050000,ELA,512.0,57.0,         307,99.0
2022,Blackstone Valley Regional Vocational Technical,8050000,MATH,511.0,61.0,         307,100.0
2022,Blackstone Valley Regional Vocational Technical,8050000,SCI,510.0,,         303,100.0
2022,Blackstone-Millville,6220000,ELA,502.0,56.0,          95,100.0
2022,Blackstone-Millville,6220000,MATH,497.0,53.0,          95,100.0
2022,Blackstone-Millville,6220000,SCI,492.0,,          85,100.0
2022,Blue Hills Regional Vocational Technical,8060000,ELA,502.0,57.0,         237,100.0
2022,Blue Hills Regional Vocational Technical,8060000,MATH,498.0,59.0,         236,99.0
2022,Blue Hills Regional Vocational Technical,8060000,SCI,497.0,,         223,99.0
2022,Boston,350000,ELA,496.0,52.0,"       3,114",96.0
2022,Boston,350000,MATH,495.0,56.0,"       3,074",96.0
2022,Boston,350000,SCI,488.0,,"       2,782",96.0
2022,Boston Collegiate Charter (District),4490000,ELA,504.0,55.0,          74,100.0
2022,Boston Collegiate Charter (District),4490000,MATH,496.0,31.0,          73,100.0
2022,Boston Collegiate Charter (District),4490000,SCI,486.0,,          67,100.0
2022,Boston Day and Evening Academy Charter (District),4240000,ELA,488.0,,          11,91.0
2022,Boston Green Academy Horace Mann Charter School (District),4110000,ELA,493.0,53.0,          68,97.0
2022,Boston Green Academy Horace Mann Charter School (District),4110000,MATH,479.0,30.0,          67,96.0
2022,Boston Green Academy Horace Mann Charter School (District),4110000,SCI,474.0,,          61,90.0
2022,Boston Preparatory Charter Public (District),4160000,ELA,495.0,41.0,         106,97.0
2022,Boston Preparatory Charter Public (District),4160000,MATH,491.0,38.0,         106,98.0
2022,Boston Preparatory Charter Public (District),4160000,SCI,490.0,,         104,100.0
2022,Bourne,360000,ELA,497.0,41.0,          89,98.0
2022,Bourne,360000,MATH,491.0,44.0,          92,100.0
2022,Bourne,360000,SCI,490.0,,          86,100.0
2022,Braintree,400000,ELA,506.0,48.0,         373,99.0
2022,Braintree,400000,MATH,508.0,54.0,         370,98.0
2022,Braintree,400000,SCI,506.0,,         346,99.0
2022,Bridgewater-Raynham,6250000,ELA,503.0,44.0,         308,98.0
2022,Bridgewater-Raynham,6250000,MATH,500.0,41.0,         305,97.0
2022,Bridgewater-Raynham,6250000,SCI,501.0,,         284,98.0
2022,Bristol County Agricultural,9100000,ELA,505.0,52.0,         115,100.0
2022,Bristol County Agricultural,9100000,MATH,504.0,57.0,         113,100.0
2022,Bristol County Agricultural,9100000,SCI,502.0,,         106,100.0
2022,Bristol-Plymouth Regional Vocational Technical,8100000,ELA,498.0,46.0,         326,99.0
2022,Bristol-Plymouth Regional Vocational Technical,8100000,MATH,497.0,54.0,         327,99.0
2022,Bristol-Plymouth Regional Vocational Technical,8100000,SCI,497.0,,         310,100.0
2022,Brockton,440000,ELA,492.0,51.0,         748,97.0
2022,Brockton,440000,MATH,484.0,43.0,         744,98.0
2022,Brockton,440000,SCI,483.0,,         642,93.0
2022,Brooke Charter School (District),4280000,ELA,508.0,42.0,         123,99.0
2022,Brooke Charter School (District),4280000,MATH,506.0,30.0,         122,98.0
2022,Brooke Charter School (District),4280000,SCI,514.0,,         123,100.0
2022,Brookline,460000,ELA,517.0,53.0,         494,98.0
2022,Brookline,460000,MATH,521.0,59.0,         490,97.0
2022,Brookline,460000,SCI,509.0,,         464,98.0
2022,Burlington,480000,ELA,506.0,53.0,         202,99.0
2022,Burlington,480000,MATH,505.0,45.0,         203,99.0
2022,Burlington,480000,SCI,510.0,,         186,95.0
2022,Cambridge,490000,ELA,508.0,54.0,         420,99.0
2022,Cambridge,490000,MATH,507.0,55.0,         418,99.0
2022,Cambridge,490000,SCI,499.0,,         363,98.0
2022,Canton,500000,ELA,509.0,52.0,         211,97.0
2022,Canton,500000,MATH,507.0,45.0,         212,98.0
2022,Canton,500000,SCI,508.0,,         203,99.0
2022,Cape Cod Regional Vocational Technical,8150000,ELA,502.0,60.0,         159,98.0
2022,Cape Cod Regional Vocational Technical,8150000,MATH,496.0,57.0,         161,99.0
2022,Cape Cod Regional Vocational Technical,8150000,SCI,494.0,,         144,99.0
2022,Carver,520000,ELA,499.0,47.0,         102,97.0
2022,Carver,520000,MATH,499.0,48.0,         104,100.0
2022,Carver,520000,SCI,493.0,,          99,99.0
2022,Central Berkshire,6350000,ELA,504.0,60.0,         141,100.0
2022,Central Berkshire,6350000,MATH,503.0,63.0,         138,98.0
2022,Central Berkshire,6350000,SCI,505.0,,         132,100.0
2022,Chelmsford,560000,ELA,513.0,52.0,         348,97.0
2022,Chelmsford,560000,MATH,510.0,40.0,         354,98.0
2022,Chelmsford,560000,SCI,509.0,,         340,98.0
2022,Chelsea,570000,ELA,488.0,46.0,         328,96.0
2022,Chelsea,570000,MATH,487.0,54.0,         333,97.0
2022,Chelsea,570000,SCI,487.0,,         291,97.0
2022,Chicopee,610000,ELA,497.0,44.0,         513,98.0
2022,Chicopee,610000,MATH,493.0,39.0,         512,98.0
2022,Chicopee,610000,SCI,491.0,,         450,97.0
2022,City on a Hill Charter Public School (District),4370000,ELA,486.0,41.0,          49,88.0
2022,City on a Hill Charter Public School (District),4370000,MATH,481.0,39.0,          45,98.0
2022,City on a Hill Charter Public School (District),4370000,SCI,473.0,,          37,98.0
2022,Clinton,640000,ELA,490.0,37.0,         143,100.0
2022,Clinton,640000,MATH,489.0,49.0,         142,99.0
2022,Clinton,640000,SCI,486.0,,         128,99.0
2022,Codman Academy Charter Public (District),4380000,ELA,488.0,44.0,          35,97.0
2022,Codman Academy Charter Public (District),4380000,MATH,483.0,60.0,          36,100.0
2022,Codman Academy Charter Public (District),4380000,SCI,483.0,,          36,100.0
2022,Cohasset,650000,ELA,514.0,58.0,         105,100.0
2022,Cohasset,650000,MATH,508.0,62.0,         105,100.0
2022,Cohasset,650000,SCI,509.0,,         100,100.0
2022,Collegiate Charter School of Lowell (District),35030000,ELA,494.0,,          30,97.0
2022,Collegiate Charter School of Lowell (District),35030000,MATH,490.0,,          29,100.0
2022,Collegiate Charter School of Lowell (District),35030000,SCI,490.0,,          21,100.0
2022,Community Charter School of Cambridge (District),4360000,ELA,509.0,50.0,          52,100.0
2022,Community Charter School of Cambridge (District),4360000,MATH,503.0,41.0,          52,98.0
2022,Community Charter School of Cambridge (District),4360000,SCI,497.0,,          49,100.0
2022,Concord-Carlisle,6400000,ELA,518.0,63.0,         334,99.0
2022,Concord-Carlisle,6400000,MATH,520.0,65.0,         331,99.0
2022,Concord-Carlisle,6400000,SCI,520.0,,         316,97.0
2022,Danvers,710000,ELA,505.0,53.0,         211,98.0
2022,Danvers,710000,MATH,499.0,59.0,         213,99.0
2022,Danvers,710000,SCI,503.0,,         205,99.0
2022,Dartmouth,720000,ELA,505.0,38.0,         253,100.0
2022,Dartmouth,720000,MATH,503.0,36.0,         253,99.0
2022,Dartmouth,720000,SCI,503.0,,         235,100.0
2022,Dedham,730000,ELA,504.0,57.0,         164,99.0
2022,Dedham,730000,MATH,508.0,62.0,         165,99.0
2022,Dedham,730000,SCI,505.0,,         150,100.0
2022,Dennis-Yarmouth,6450000,ELA,501.0,56.0,         137,99.0
2022,Dennis-Yarmouth,6450000,MATH,500.0,61.0,         134,98.0
2022,Dennis-Yarmouth,6450000,SCI,498.0,,         116,97.0
2022,Dighton-Rehoboth,6500000,ELA,508.0,57.0,         167,99.0
2022,Dighton-Rehoboth,6500000,MATH,505.0,50.0,         161,96.0
2022,Dighton-Rehoboth,6500000,SCI,502.0,,         153,100.0
2022,Douglas,770000,ELA,509.0,57.0,          93,100.0
2022,Douglas,770000,MATH,500.0,53.0,          93,100.0
2022,Douglas,770000,SCI,505.0,,          80,100.0
2022,Dover-Sherborn,6550000,ELA,516.0,53.0,         177,99.0
2022,Dover-Sherborn,6550000,MATH,521.0,59.0,         177,99.0
2022,Dover-Sherborn,6550000,SCI,522.0,,         171,100.0
2022,Dracut,790000,ELA,501.0,40.0,         188,97.0
2022,Dracut,790000,MATH,500.0,49.0,         189,97.0
2022,Dracut,790000,SCI,499.0,,         173,99.0
2022,Dudley-Charlton Reg,6580000,ELA,500.0,37.0,         216,99.0
2022,Dudley-Charlton Reg,6580000,MATH,499.0,50.0,         217,99.0
2022,Dudley-Charlton Reg,6580000,SCI,503.0,,         197,100.0
2022,Duxbury,820000,ELA,511.0,48.0,         241,99.0
2022,Duxbury,820000,MATH,514.0,67.0,         239,98.0
2022,Duxbury,820000,SCI,514.0,,         233,100.0
2022,East Bridgewater,830000,ELA,503.0,40.0,         136,99.0
2022,East Bridgewater,830000,MATH,497.0,32.0,         138,99.0
2022,East Bridgewater,830000,SCI,500.0,,         129,100.0
2022,East Longmeadow,870000,ELA,503.0,40.0,         203,98.0
2022,East Longmeadow,870000,MATH,501.0,38.0,         206,100.0
2022,East Longmeadow,870000,SCI,504.0,,         196,100.0
2022,Easthampton,860000,ELA,499.0,42.0,          96,100.0
2022,Easthampton,860000,MATH,495.0,45.0,          93,97.0
2022,Easthampton,860000,SCI,498.0,,          89,99.0
2022,Easton,880000,ELA,507.0,41.0,         262,98.0
2022,Easton,880000,MATH,508.0,41.0,         265,99.0
2022,Easton,880000,SCI,504.0,,         251,98.0
2022,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),4520000,ELA,495.0,56.0,          94,98.0
2022,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),4520000,MATH,488.0,54.0,          94,99.0
2022,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),4520000,SCI,484.0,,          88,100.0
2022,Essex North Shore Agricultural and Technical School District,8170000,ELA,512.0,64.0,         405,100.0
2022,Essex North Shore Agricultural and Technical School District,8170000,MATH,503.0,53.0,         405,100.0
2022,Essex North Shore Agricultural and Technical School District,8170000,SCI,508.0,,         390,100.0
2022,Everett,930000,ELA,492.0,44.0,         512,98.0
2022,Everett,930000,MATH,487.0,36.0,         501,97.0
2022,Everett,930000,SCI,483.0,,         449,97.0
2022,Excel Academy Charter (District),4100000,ELA,503.0,48.0,         168,97.0
2022,Excel Academy Charter (District),4100000,MATH,497.0,40.0,         165,96.0
2022,Excel Academy Charter (District),4100000,SCI,494.0,,         160,100.0
2022,Fairhaven,940000,ELA,501.0,38.0,         134,98.0
2022,Fairhaven,940000,MATH,506.0,54.0,         136,99.0
2022,Fairhaven,940000,SCI,503.0,,         124,99.0
2022,Fall River,950000,ELA,489.0,41.0,         539,93.0
2022,Fall River,950000,MATH,486.0,36.0,         540,94.0
2022,Fall River,950000,SCI,485.0,,         473,98.0
2022,Falmouth,960000,ELA,509.0,51.0,         185,99.0
2022,Falmouth,960000,MATH,506.0,37.0,         183,97.0
2022,Falmouth,960000,SCI,507.0,,         172,99.0
2022,Fitchburg,970000,ELA,489.0,45.0,         334,98.0
2022,Fitchburg,970000,MATH,488.0,49.0,         331,98.0
2022,Fitchburg,970000,SCI,483.0,,         285,99.0
2022,Four Rivers Charter Public (District),4130000,ELA,515.0,59.0,          28,93.0
2022,Four Rivers Charter Public (District),4130000,MATH,515.0,65.0,          26,87.0
2022,Four Rivers Charter Public (District),4130000,SCI,513.0,,          26,93.0
2022,Foxborough,990000,ELA,504.0,42.0,         187,97.0
2022,Foxborough,990000,MATH,508.0,49.0,         189,98.0
2022,Foxborough,990000,SCI,510.0,,         178,99.0
2022,Foxborough Regional Charter (District),4460000,ELA,503.0,63.0,          97,99.0
2022,Foxborough Regional Charter (District),4460000,MATH,493.0,43.0,          97,99.0
2022,Foxborough Regional Charter (District),4460000,SCI,493.0,,          97,99.0
2022,Framingham,1000000,ELA,501.0,59.0,         583,95.0
2022,Framingham,1000000,MATH,499.0,57.0,         574,93.0
2022,Framingham,1000000,SCI,497.0,,         536,92.0
